working_day,clear_d,cloudy_d,rainy_d,heavy_d,atem,hum,wind_s,casual,registered
1,1,0,0,0,0.272721,0.41,0.168533,0.8790703393322044,0.3265623540908947
0,1,0,0,0,0.324483,0.502083,0.224496,-0.1381959612837443,0.6004227093222043
0,0,1,0,0,0.457058,0.684583,0.18595,0.08915868469918976,0.5920850404275743
1,0,0,1,0,0.445062,0.91,0.138054,0.9155053787525463,0.7126605598268394
1,0,0,1,0,0.421696,0.9625,0.118792,1.135573016851412,1.358509219587797
1,0,1,0,0,0.430537,0.757917,0.335825,1.0729047490484238,0.7710242420892497
0,1,0,0,0,0.372471,0.549167,0.167304,0.41998884263589514,1.7452487844694824
1,1,0,0,0,0.380671,0.64375,0.0988958,-0.35972100095942366,1.2565331154150141
0,1,0,0,0,0.385087,0.681667,0.0684208,-0.5841608437887305,1.17828729963464
0,1,0,0,0,0.4558,0.698333,0.208954,0.05563844843247513,0.8948065572172187
1,1,0,0,0,0.490122,0.743043,0.142122,0.8674111267176949,0.027047633029954107
1,0,1,0,0,0.451375,0.830833,0.258092,1.0962231742774426,0.5375695130396086
1,1,0,0,0,0.311221,0.613333,0.271158,0.9621422292105841,0.14826451157496004
1,1,0,0,0,0.305554,0.524583,0.220158,0.9708866386714662,0.07130141408606738
1,1,0,0,0,0.331433,0.625833,0.100754,0.8455501030654897,-0.010151197423010672
0,1,0,0,0,0.310604,0.612917,0.0957833,0.20720821242109785,0.4798471899229392
0,1,0,0,0,0.3491,0.775833,0.0839583,0.3121411259516828,0.5164046612301632
1,0,1,0,0,0.393925,0.827083,0.0622083,0.8965591582539685,0.0501365622766219
1,0,0,1,0,0.4564,0.949583,0.232583,1.0525011269730322,0.7620452140488789
1,0,0,1,0,0.400246,0.970417,0.266175,1.163263646810872,1.9248293452768988
1,1,0,0,0,0.256938,0.58,0.240058,1.017523489129504,0.3105283754473754
1,1,0,0,0,0.317542,0.695833,0.0827167,0.8557519141031855,0.19059421519385097
0,1,0,0,0,0.266412,0.5075,0.233221,0.5045181340910886,0.620946201985909
0,1,0,0,0,0.253154,0.49,0.0665417,0.6866933311927986,0.8274638469144376
1,1,0,0,0,0.270196,0.670833,0.06345,1.0277253001671998,0.31373517117607924
1,1,0,0,0,0.301138,0.59,0.14055,1.0102364812454356,0.18482198288218404
1,0,1,0,0,0.338362,0.66375,0.0609583,0.9767162449787209,0.060398308608474255
1,0,1,0,0,0.412237,0.634167,0.268042,0.9723440402482799,0.08220451956366051
1,0,1,0,0,0.359825,0.500417,0.260575,0.9767162449787209,0.1649398493642201
0,0,1,0,0,0.249371,0.560833,0.243167,0.8353482920277939,0.764610650631842
0,1,0,0,0,0.245579,0.58625,0.169779,0.9155053787525463,0.9268745145042573
1,1,0,0,0,0.280933,0.6375,0.172896,0.8572093156799991,0.3291277906738577
1,0,1,0,0,0.396454,0.595417,0.0615708,0.921334985059801,0.07835636468921588
1,0,1,0,0,0.428017,0.858333,0.2214,1.0801917569324921,0.7075296866609133
1,0,1,0,0,0.426121,0.7575,0.047275,0.9053035677148507,0.5228182526875709
1,1,0,0,0,0.377513,0.68625,0.274246,0.9985772686309261,1.0326987735514848
0,1,0,0,0,0.299242,0.5425,0.190304,1.0102364812454356,1.7959161569830036
0,1,0,0,0,0.279961,0.681304,0.155091,0.794541047877011,2.055666611008016
0,1,0,0,0,0.315535,0.506957,0.239465,0.6094510476216736,1.7760340234650396
1,0,1,0,0,0.327633,0.7625,0.18845,1.0860213632397469,1.6657202503976267
1,1,0,0,0,0.279974,0.503913,0.293961,0.8644963235640676,1.032057414405744
1,1,0,0,0,0.263892,0.574167,0.119412,0.8659537251408812,0.9538115986253698
1,1,0,0,0,0.318812,0.636667,0.134337,0.5205495514360391,0.736390848219248
0,1,0,0,0,0.414121,0.615833,0.220154,0.26696167707045876,1.1776459404888993
0,1,0,0,0,0.375621,0.6925,0.192167,0.23635624395737145,1.3136140793859428
0,1,0,0,0,0.252304,0.381304,0.329665,0.8805277409090181,1.2501195239576064
1,1,0,0,0,0.126275,0.44125,0.365671,1.1064249853151384,0.9679214998316668
1,0,1,0,0,0.119337,0.414583,0.1847,1.0976805758542563,0.8871102474683294
1,1,0,0,0,0.278412,0.524167,0.129987,1.0320975048976408,0.33618274127700626
1,1,0,0,0,0.340267,0.542083,0.167908,0.7887114415697561,-0.08647293576616255
0,1,0,0,0,0.390779,0.531667,0.174758,-0.3232859615390817,0.13158917378569995
0,1,0,0,0,0.340258,0.465,0.191542,0.3631501811401616,0.5324386398736825
1,0,1,0,0,0.247479,0.701667,0.0989,1.081649158509306,0.8890343249055518
1,1,0,0,0,0.318826,0.646522,0.187552,0.9840032528627893,0.14826451157496004
1,0,1,0,0,0.282821,0.8475,0.131221,1.1020527805846974,1.0076857668675947
1,0,1,0,0,0.381938,0.802917,0.180967,0.844092701488676,-0.11020322415857112
1,1,0,0,0,0.249362,0.5075,0.378108,0.9825458512859756,0.39518778268515725
0,1,0,0,0,0.183087,0.4575,0.187183,0.7508190005726005,0.9595838309370367
0,1,0,0,0,0.161625,0.419167,0.251258,0.8222316778364709,1.0448845973205594
0,1,0,0,0,0.190663,0.5225,0.231358,0.9198775834829874,1.0102512034505577
1,0,1,0,0,0.364278,0.716087,0.34913,1.0510437253962186,0.5439831044970164
1,1,0,0,0,0.275254,0.443333,0.415429,1.077276953778865,0.24959925660200202
1,1,0,0,0,0.190038,0.4975,0.220158,1.0466715206657775,0.3169419669047831
1,0,1,0,0,0.220958,0.45,0.20275,1.0685325443179827,0.3900569095192311
0,0,1,0,0,0.174875,0.83125,0.222642,1.1384878200050395,1.5534823998929916
0,0,1,0,0,0.16225,0.79625,0.199638,0.9504830165960747,1.2026589471727893
1,0,1,0,0,0.243058,0.91125,0.110708,1.0248104970135723,0.8781312194279587
1,1,0,0,0,0.349108,0.835833,0.123767,0.5963344334303504,-0.1563810826519067
1,1,0,0,0,0.294821,0.64375,0.161071,0.5555271892795673,-0.09416924551505182
1,0,1,0,0,0.35605,0.769583,0.0733958,0.8805277409090181,-0.11212730159579343
1,0,1,0,0,0.415383,0.74125,0.342667,0.844092701488676,0.3009079882612638
0,1,0,0,0,0.326379,0.543333,0.210829,0.10664750362095393,0.2617850803710767
0,1,0,0,0,0.272721,0.31125,0.24005,0.4229036457895225,0.6228702794231313
1,1,0,0,0,0.262625,0.400833,0.215792,1.0525011269730322,0.10144529393588367
1,1,0,0,0,0.381317,0.416667,0.261817,0.7639356147639237,-0.33916843918802675
1,1,0,0,0,0.466538,0.507917,0.189067,0.7930836463001972,-0.3968907623046962
1,0,1,0,0,0.398971,0.672917,0.187187,0.9592274260569568,0.054626076296807304
1,1,0,0,0,0.309346,0.526667,0.178496,0.7843392368393152,-0.11854089305320115
0,0,1,0,0,0.272725,0.779583,0.121896,0.6764915201551028,0.7748723969636944
0,0,1,0,0,0.264521,0.687917,0.175996,0.7726800242248058,0.6587863915846146
1,1,0,0,0,0.296426,0.622174,0.1538,0.9359090008279379,0.0501365622766219
1,1,0,0,0,0.361104,0.49625,0.147379,0.9461108118656336,-0.3333962068763598
1,0,1,0,0,0.266421,0.722917,0.133721,1.077276953778865,0.6177394062572051
1,1,0,0,0,0.261988,0.562083,0.194037,0.9985772686309261,-0.006944401694306812
1,0,1,0,0,0.293558,0.54,0.116929,0.9053035677148507,0.03346122448736183
0,0,0,1,0,0.210867,0.73125,0.289796,0.9563126229033294,1.076952554607598
0,1,0,0,0,0.101658,0.464583,0.409212,1.1297434105441573,1.4111006695385402
1,1,0,0,0,0.227913,0.41125,0.167283,1.0991379774310701,0.21047634871181492
1,0,1,0,0,0.333946,0.50875,0.141179,1.0393845127817092,-0.08390749918319947
1,1,0,0,0,0.351629,0.53125,0.1816,1.030640103320827,-0.23847505330672553
1,0,1,0,0,0.330162,0.752917,0.091425,1.1282860089673437,0.4650959295709014
1,1,0,0,0,0.351629,0.634583,0.205846,0.7275005753435816,-0.09545196380653335
0,1,0,0,0,0.355425,0.534583,0.190929,-0.8552375370760749,0.4958811685664585
0,0,1,0,0,0.265788,0.515833,0.253112,0.3354595511807017,1.0166647949079655
0,1,0,0,0,0.273391,0.507826,0.229083,0.5045181340910886,0.6600691098760961
1,1,0,0,0,0.295113,0.594348,0.205717,0.9985772686309261,0.027047633029954107
1,1,0,0,0,0.392667,0.567917,0.234471,0.6619175043869661,-0.4635921134617365
1,1,0,0,0,0.444446,0.554583,0.190913,0.48411451201569705,-0.5706990908004455
1,0,1,0,0,0.410971,0.7375,0.237567,0.8776129377553907,0.2662745943912621
0,1,0,0,0,0.255675,0.395833,0.421642,0.7741374258016194,0.7960372487731399
0,1,0,0,0,0.268308,0.41,0.205229,0.48557191359251073,0.5016534008781255
1,1,0,0,0,0.357954,0.490833,0.268033,0.8674111267176949,-0.26477077828209716
1,1,0,0,0,0.353525,0.395833,0.193417,0.9023887645612232,-0.3064591227552474
1,0,1,0,0,0.34847,0.804783,0.179117,1.1414026231586667,1.2103552569216787
1,1,0,0,0,0.475371,0.615417,0.226987,0.76247821318711,-0.6470208291435974
1,0,1,0,0,0.359842,0.657083,0.144904,0.8776129377553907,0.4541928240933083
0,0,1,0,0,0.413492,0.62125,0.161079,-0.15714218178232217,0.3502926424833032
0,1,0,0,0,0.303021,0.403333,0.334571,0.20137860611384314,0.6049122233423897
1,1,0,0,0,0.241171,0.50625,0.228858,0.9402812055583789,0.3374654595684878
1,1,0,0,0,0.255042,0.456667,0.200875,0.9140479771757327,-0.050556823604679314
1,1,0,0,0,0.3851,0.513333,0.345779,0.6065362444680462,-0.5309348237645176
1,1,0,0,0,0.524604,0.5675,0.441563,0.5278365593201074,-0.7951747918097157
1,0,1,0,0,0.397083,0.407083,0.4148,0.584675220815841,-0.2987628130063581
0,1,0,0,0,0.277767,0.350417,0.22575,-0.17463100070408633,0.32463827665367234
0,1,0,0,0,0.35967,0.476957,0.222587,-1.1802380887055255,0.2585782846423728
1,1,0,0,0,0.459592,0.489167,0.207713,0.014831204281692087,-0.515542204266739
1,1,0,0,0,0.542929,0.6175,0.23695,0.12559372411953176,-0.9163916703547216
1,1,0,0,0,0.548617,0.507083,0.115062,-0.21689564643168305,-1.0639042738750992
1,1,0,0,0,0.532825,0.579583,0.149883,-0.2285548590461925,-0.9818103032202804
1,0,1,0,0,0.436229,0.842083,0.113192,0.4374776615576593,-0.11148594245005265
0,0,1,0,0,0.505046,0.755833,0.110704,-3.3619682491956047,-0.6572825754754497
0,0,1,0,0,0.464,0.81,0.126883,-1.980351554376236,-0.01848886631764071
1,1,0,0,0,0.532821,0.72875,0.162317,-0.19503462277947783,-0.971548556888428
1,1,0,0,0,0.538533,0.807917,0.121271,-0.29559533157962176,-0.8888132270878684
1,0,1,0,0,0.513258,0.82125,0.0895583,-0.39907084353339306,-0.9311429307067594
1,1,0,0,0,0.531567,0.83125,0.117562,-0.7080399778178932,-1.2062860042295507
1,0,1,0,0,0.570067,0.694167,0.1163,-2.36219076750142,-1.4346098601132655
0,0,1,0,0,0.486733,0.885417,0.192783,-0.2693621031969755,0.8447805438494385
0,0,1,0,0,0.437488,0.880833,0.220775,-0.9966054900270018,0.12325150489106992
1,1,0,0,0,0.43875,0.477917,0.386821,0.07749947208468033,-0.709874025426193
1,1,0,0,0,0.315654,0.29,0.187192,0.46225348836349184,-0.5867330694439647
1,1,0,0,0,0.47095,0.48125,0.291671,0.2538450628791356,-0.8772687624645346
1,1,0,0,0,0.482304,0.439167,0.31965,0.020660810588946806,-1.0536425275432468
1,0,1,0,0,0.375621,0.580833,0.138067,0.07604207050786665,-0.6457381108521157
0,0,1,0,0,0.421708,0.738333,0.250617,-2.117347302596722,-0.17818729360709296
0,0,1,0,0,0.417287,0.67625,0.172267,-2.1843877751301513,-0.024261098629307656
1,1,0,0,0,0.427513,0.504348,0.312139,-0.5244073791393695,-0.687426455325266
1,1,0,0,0,0.461483,0.396667,0.100133,-0.7284435998932848,-1.1338124207608433
1,1,0,0,0,0.53345,0.469583,0.180975,-0.3057971426173175,-1.1043099000567678
1,1,0,0,0,0.431163,0.374167,0.219529,-0.5010889539103507,-1.0318363165880606
1,1,0,0,0,0.390767,0.377083,0.300388,-1.3973909236507638,-0.639324519394708
0,1,0,0,0,0.426129,0.254167,0.274871,-3.5033362021465315,0.032819865341621055
0,1,0,0,0,0.492425,0.275833,0.232596,-2.0138717906429506,0.45996505640497526
1,1,0,0,0,0.476638,0.3175,0.358196,-0.08281470136482448,-0.656641216329709
1,1,0,0,0,0.436233,0.435,0.249375,0.04252183424115201,-0.9253706983950925
1,1,0,0,0,0.337274,0.469565,0.295274,0.5336661656273621,-0.46423347260747727
1,1,0,0,0,0.387604,0.46625,0.290429,0.2698764802240861,-0.6989709199485998
1,1,0,0,0,0.431808,0.408333,0.155471,-0.5885330485191714,-0.9555145782449087
0,1,0,0,0,0.487996,0.502917,0.190917,-2.83730368154268,-0.6470208291435974
0,1,0,0,0,0.573875,0.507917,0.225129,-2.9116311619601776,-0.4039457129078447
0,1,0,0,0,0.614925,0.561667,0.284829,-0.5098333633712328,-0.9721899160341688
1,1,0,0,0,0.598487,0.390417,0.273629,-0.2052364338171736,-1.312110263276778
1,0,1,0,0,0.457038,0.569167,0.167912,0.730415378497209,-0.23334418014079936
1,1,0,0,0,0.493046,0.6125,0.0659292,0.003171991667182647,-1.323013368754371
1,1,0,0,0,0.515775,0.694583,0.149871,-0.7167843872787752,-1.4711673314204894
0,1,0,0,0,0.542921,0.682917,0.283587,-2.4671236810320054,-0.273749806322468
0,0,0,1,0,0.389504,0.835417,0.344546,1.0612455364339144,1.7632068405502241
1,0,1,0,0,0.301125,0.766667,0.303496,0.9519404181728883,0.4086563247457135
1,1,0,0,0,0.405283,0.454167,0.249383,0.4811997088620697,-0.9356324447269447
1,1,0,0,0,0.470317,0.427917,0.118792,0.28153569283859553,-1.2088514408125137
1,0,1,0,0,0.483583,0.756667,0.176625,0.5438679766650579,-0.5739058865291493
1,1,0,0,0,0.452637,0.400833,0.347633,-0.2416714732375156,-1.002333795883985
0,0,1,0,0,0.377504,0.489583,0.129975,-0.3961560403797657,0.35670623394071094
0,1,0,0,0,0.450121,0.587083,0.116908,-2.0124143890661372,-0.26861893315654184
1,0,1,0,0,0.457696,0.57,0.171638,0.26696167707045876,-0.8022297424128642
1,0,1,0,0,0.577021,0.659583,0.156096,0.2844504959922229,-0.9176743886462031
1,1,0,0,0,0.537896,0.797083,0.138058,0.2640468739168314,-1.1838384341286237
1,0,1,0,0,0.537242,0.768333,0.133696,0.12267892096590441,-1.2832491017184433
1,1,0,0,0,0.590917,0.735417,0.162938,-0.321828559962268,-1.0074646690499112
0,0,1,0,0,0.584608,0.756667,0.152992,-2.4015406100753895,-0.4687229866276627
0,0,1,0,0,0.546737,0.74,0.149879,-1.875418640845651,-0.36418144587191686
1,0,1,0,0,0.527142,0.664167,0.230721,-0.23292706377663353,-1.0318363165880606
1,0,1,0,0,0.557471,0.685833,0.296029,0.1605713619630601,-0.8554625515093482
1,0,1,0,0,0.553025,0.744167,0.216412,0.33254474802707434,-0.2827288343628388
1,1,0,0,0,0.491783,0.552083,0.314063,-0.25916029215927977,-1.2120582365412176
1,1,0,0,0,0.520833,0.360417,0.236937,-0.686178954165688,-1.317882495588445
0,1,0,0,0,0.544817,0.480417,0.123133,-2.5851732087539134,-0.738093827838787
0,1,0,0,0,0.585238,0.57625,0.225117,-1.9293424991877572,-0.18588360335598222
1,0,1,0,0,0.5499,0.789583,0.212692,0.7377023863812774,0.7408803622394334
1,0,1,0,0,0.576404,0.794583,0.147392,0.32525774014300596,-0.5347829786389622
1,1,0,0,0,0.595975,0.697917,0.122512,-0.20815123697080096,-1.7809437988132824
1,1,0,0,0,0.572613,0.52,0.229475,-0.5739590327510347,-1.5943082874027177
1,1,0,0,0,0.551121,0.523333,0.136817,-0.9805740726820514,-1.5789156679049392
0,1,0,0,0,0.566908,0.45625,0.083975,-3.733605651283093,-0.7874784820608264
0,1,0,0,0,0.583967,0.530417,0.254367,-2.704680138052635,-0.49309463416581206
1,0,1,0,0,0.565667,0.81125,0.233204,0.3179707322589375,-0.04670866873023468
1,0,1,0,0,0.580825,0.765833,0.118167,0.04252183424115201,-1.024781365984912
1,0,1,0,0,0.584612,0.774583,0.102,0.11976411781227705,-0.5373484152219253
1,1,0,0,0,0.6067,0.716667,0.172896,-0.30725454419413123,-1.317882495588445
1,1,0,0,0,0.627529,0.747083,0.14055,-0.8290043086934287,-1.0651869921665806
0,1,0,0,0,0.642696,0.7325,0.198992,-2.924747776151501,-0.01592342973467762
0,1,0,0,0,0.641425,0.697083,0.215171,-3.548515651027756,0.22330353162663036
0,1,0,0,0,0.6793,0.67625,0.196521,-2.4904421062610242,0.10914160368477294
1,1,0,0,0,0.672992,0.684583,0.2954,-0.046379661944482474,-0.7740099400002702
1,0,1,0,0,0.611129,0.67,0.134329,0.15036955092536433,-1.573784794739013
1,1,0,0,0,0.631329,0.492917,0.195279,-0.3670080088434921,-1.6558787653938318
1,0,1,0,0,0.607962,0.755417,0.237563,0.4593386852098645,0.03987481594476955
0,1,0,0,0,0.566288,0.549167,0.186562,-2.83730368154268,-1.070317865332507
0,1,0,0,0,0.575133,0.493333,0.184087,-2.3986258069217623,-0.9561559373906494
1,1,0,0,0,0.578283,0.487083,0.284833,-0.32474336311589536,-1.4564160710684517
1,0,1,0,0,0.525892,0.613333,0.209575,-0.17463100070408633,-1.5244001405169736
1,1,0,0,0,0.542292,0.61125,0.077125,-0.26061769373609345,-1.5211933447882697
1,1,0,0,0,0.569442,0.567083,0.15735,-0.2766491110810439,-1.79569505916532
1,1,0,0,0,0.597862,0.467917,0.175383,-0.9324798206471999,-1.6622923568512395
0,1,0,0,0,0.648367,0.437083,0.144287,-2.71050974435989,-0.7271907223611939
0,1,0,0,0,0.663517,0.538333,0.133721,-2.0051273811820685,-0.46038531773303265
1,0,1,0,0,0.659721,0.587917,0.207713,-0.24604367796795665,-1.2768355102610356
1,0,1,0,0,0.597875,0.833333,0.214546,0.5409531735114306,-0.537989774367666
1,1,0,0,0,0.611117,0.582083,0.343279,-0.4733983239508907,-1.6622923568512395
1,1,0,0,0,0.624383,0.569583,0.253733,-0.4836001349885865,-1.6206040123780894
1,1,0,0,0,0.599754,0.589583,0.176617,-1.0417849389082259,-1.5686539215730868
0,1,0,0,0,0.594708,0.504167,0.166667,-3.082147146447378,-0.6944814059284145
0,1,0,0,0,0.571975,0.59875,0.144904,-2.6026620276756773,-0.4411445433608095
1,0,1,0,0,0.544842,0.777917,0.174746,0.2844504959922229,-0.5065631762263683
1,1,0,0,0,0.654692,0.69,0.148017,-0.17463100070408633,-1.4115209308665977
1,1,0,0,0,0.720975,0.592083,0.113812,-0.034720449329973035,-1.0792968933728777
1,1,0,0,0,0.752542,0.567917,0.118787,0.10227529889051289,-0.943328754475834
1,1,0,0,0,0.724121,0.57375,0.182842,-0.1688013943968316,-0.7714445034173071
0,1,0,0,0,0.652792,0.534583,0.179721,-2.636182263942392,-0.7342456729643423
0,1,0,0,0,0.674254,0.479167,0.145525,-2.481697696800142,-0.4385791067778464
1,1,0,0,0,0.654042,0.504167,0.300383,-0.42384667033922563,-1.27234599624085
1,1,0,0,0,0.594704,0.373333,0.347642,-0.3334877725767774,-1.73733137690291
1,1,0,0,0,0.640792,0.36,0.271775,-0.3334877725767774,-1.6687059483086473
1,1,0,0,0,0.675512,0.4225,0.17165,-0.10613312659384336,-1.4762982045864157
1,1,0,0,0,0.786613,0.48875,0.165417,0.02794781847301521,-0.6271386956256334
0,1,0,0,0,0.687508,0.60125,0.161071,-0.8843855686123485,-0.369312319037843
0,1,0,0,0,0.750629,0.51875,0.168529,-0.8348339150006834,-0.29106650325746886
1,1,0,0,0,0.702038,0.447083,0.195267,-0.08135729978801079,-1.0690351470410253
1,1,0,0,0,0.70265,0.492083,0.126237,-0.29705273315643543,-1.2518225035771453
0,1,0,0,0,0.732337,0.53875,0.13495,-2.4977291141450926,-0.7599000387939732
1,1,0,0,0,0.761367,0.457917,0.194029,-0.8115154897716645,-0.7566932430652693
1,1,0,0,0,0.752533,0.450833,0.146142,-0.754676828275931,-0.7599000387939732
0,1,0,0,0,0.804913,0.492083,0.163554,-0.8741837575746527,0.1694293633844055
0,1,0,0,0,0.790396,0.57375,0.125629,-0.5171203712553011,0.12004470916236605
1,0,1,0,0,0.654054,0.683333,0.180975,-0.21835304800849673,-1.2280922151847369
1,0,1,0,0,0.664796,0.6675,0.151737,-0.1542273786286948,-1.0773728159356555
1,1,0,0,0,0.650271,0.633333,0.151733,-0.18483281174178207,-1.6885880818266112
1,1,0,0,0,0.654683,0.529583,0.146775,-0.26790470162016183,-1.7687579750442077
1,0,1,0,0,0.667933,0.485833,0.08085,-0.9660000569139146,-1.4955389789586389
0,0,1,0,0,0.666042,0.699167,0.143679,-2.1960469877446607,-0.614311512710818
0,1,0,0,0,0.705196,0.717917,0.166667,-1.56207730183071,-0.2917078624032096
1,1,0,0,0,0.724125,0.645,0.164187,-0.3495191899217279,-1.337764629106409
1,1,0,0,0,0.755683,0.505833,0.114429,-0.10613312659384336,-1.4166518040325238
1,1,0,0,0,0.745583,0.577083,0.137442,0.07166986577742561,-0.8067192564330495
1,1,0,0,0,0.714642,0.600417,0.165429,-0.05803887455899191,-1.3127516224225186
1,0,1,0,0,0.613025,0.844167,0.208967,0.14745474777173698,-0.9407633178928709
0,0,0,1,0,0.549912,0.865417,0.2133,-0.6060218674409357,0.2957771150953376
0,0,1,0,0,0.623125,0.7625,0.0939208,-2.471495885762446,-0.7759340174374925
1,1,0,0,0,0.690017,0.694167,0.138683,-0.41801706403197086,-1.3948455930773376
1,1,0,0,0,0.70645,0.655,0.211454,-0.4253040719160393,-1.793129622582357
1,1,0,0,0,0.654054,0.45,0.1648,-0.7794526550817635,-2.009909013842738
1,1,0,0,0,0.739263,0.596667,0.284813,-0.27373430792741654,-1.390997438202893
1,1,0,0,0,0.734217,0.594583,0.152992,-0.5987348595568672,-1.275552791969554
0,1,0,0,0,0.697604,0.613333,0.15735,-2.0197013969502056,-0.5097699719550721
0,1,0,0,0,0.667933,0.62375,0.170396,-1.9016518692282973,-0.5052804579348867
1,1,0,0,0,0.684987,0.66875,0.153617,-0.2795639142346713,-1.5449236331806782
1,1,0,0,0,0.662896,0.704167,0.165425,-0.17463100070408633,-1.6622923568512395
1,1,0,0,0,0.667308,0.6775,0.141179,-0.3291155678463364,-1.8277630164523586
1,1,0,0,0,0.707088,0.659583,0.129354,-0.1964920243562915,-1.6815331312234627
1,0,1,0,0,0.722867,0.6425,0.215792,-0.6992955683570111,-1.40510733940919
0,1,0,0,0,0.751267,0.613333,0.257458,-2.181472971976524,-0.5277280280358138
0,1,0,0,0,0.731079,0.6525,0.290421,-1.2516507659693958,-0.0646667248109763
1,0,1,0,0,0.710246,0.654167,0.129354,-0.5608424185597115,-1.3621362766445582
1,0,1,0,0,0.697621,0.70375,0.116908,-0.6264254895163271,-1.5000284929788241
1,0,1,0,0,0.707717,0.672917,0.1107,-0.6045644658641219,-1.6770436172032772
1,1,0,0,0,0.699508,0.620417,0.1561,-0.5069185602176054,-1.5609576118241975
1,0,1,0,0,0.667942,0.715833,0.238813,-0.3159989536550133,-0.6829369413050805
0,0,1,0,0,0.638267,0.732917,0.206479,-2.0386476174487833,-0.25386767280450406
0,1,0,0,0,0.644579,0.530417,0.122512,-1.9439165149558941,-0.4526890079841434
1,1,0,0,0,0.662254,0.545417,0.136212,-0.5229499775625559,-1.295434925487518
1,1,0,0,0,0.676779,0.686667,0.169158,-0.4078152529942751,-1.2826077425727025
1,1,0,0,0,0.654037,0.619583,0.169771,-0.5098333633712328,-1.5987978014229032
1,1,0,0,0,0.654688,0.519167,0.141796,-0.7138695841251479,-1.6744781806203142
1,1,0,0,0,0.2424,0.570833,0.231354,-0.9251928127631316,-1.2883799748843694
0,1,0,0,0,0.618071,0.603333,0.177867,-2.8839405320007176,-0.8862477905049053
0,0,1,0,0,0.603554,0.711667,0.08645,-0.5244073791393695,0.2021386798171849
1,0,1,0,0,0.595967,0.734167,0.129979,-0.25916029215927977,-1.185121152420105
1,1,0,0,0,0.601025,0.67375,0.0727708,-0.3393173788840322,-1.45513335277697
1,1,0,0,0,0.621854,0.677083,0.0702833,-0.35826359938261,-1.683457208660685
1,1,0,0,0,0.637008,0.635833,0.0845958,-0.75030462354549,-1.7610616652953184
1,0,1,0,0,0.6471,0.615,0.0721458,-0.6949233636265701,-1.6680645891629065
0,0,1,0,0,0.618696,0.712917,0.244408,-1.4294537583406648,-0.36418144587191686
0,0,1,0,0,0.595996,0.845833,0.228858,-0.9251928127631316,-0.07428711199708787
1,1,0,0,0,0.654688,0.730417,0.128733,-0.2052364338171736,-1.4570574302141925
1,1,0,0,0,0.66605,0.62,0.190925,-0.12653674866923487,-1.570577999010309
1,1,0,0,0,0.635733,0.552083,0.112562,-0.4792279302581455,-1.8367420444927296
1,1,0,0,0,0.652779,0.590417,0.0771167,-0.47194092237407703,-1.8502105865532856
1,1,0,0,0,0.6894,0.5875,0.168533,-0.8523227339224475,-1.450002479611044
0,0,1,0,0,0.702654,0.638333,0.113187,-2.1916747830142196,-0.08454885832894023
0,0,1,0,0,0.649,0.815,0.0640708,-2.57205659456259,0.2944943968038561
0,1,0,0,0,0.661629,0.790833,0.151121,-1.6276603727873256,-0.26477077828209716
1,1,0,0,0,0.686888,0.755,0.236321,-0.027433441445904636,-1.5013112112703058
1,1,0,0,0,0.708983,0.74125,0.187808,0.023575613742574168,-1.6828158495149441
1,0,1,0,0,0.655329,0.810417,0.142421,0.34566136221839744,-1.2415607572452931
1,1,0,0,0,0.657204,0.73625,0.171646,-0.2868509221187397,-1.7976191366025425
0,0,1,0,0,0.611121,0.799167,0.281104,-1.033040529447344,-0.4892464792913674
0,1,0,0,0,0.578925,0.5475,0.224496,-2.509388326759602,-1.2832491017184433
1,1,0,0,0,0.565654,0.50375,0.258713,-0.39324123722613835,-1.7642684610240222
1,1,0,0,0,0.554292,0.52,0.0920542,-0.3232859615390817,-1.950262613288846
1,1,0,0,0,0.570075,0.577083,0.131846,-0.2941379300028081,-2.029149788214961
1,1,0,0,0,0.579558,0.637083,0.0827208,-0.2999675363100628,-1.9842546480131071
1,1,0,0,0,0.594083,0.6725,0.103863,-0.7736230487745088,-1.9072915505242145
0,1,0,0,0,0.585867,0.501667,0.247521,-3.369255257079673,-1.2171891097071437
0,1,0,0,0,0.563125,0.57,0.0901833,-1.9205980897268753,-0.968983120305465
1,0,1,0,0,0.55305,0.734583,0.151742,-0.25333068585202506,-1.40510733940919
1,0,1,0,0,0.565067,0.8725,0.357587,0.6954377406536807,-0.029391971795233833
1,1,0,0,0,0.540404,0.536667,0.215175,0.08770128312237609,-2.018246682737368
1,1,0,0,0,0.532192,0.618333,0.118167,-0.1323663549764896,-2.004136781531071
1,1,0,0,0,0.571971,0.66875,0.154229,-0.5856182453655441,-2.091361625351816
0,1,0,0,0,0.610488,0.646667,0.283583,-2.4248590353044084,-1.4281962686558578
0,1,0,0,0,0.518933,0.467083,0.223258,-2.340329743849215,-1.1524118359873257
1,1,0,0,0,0.502513,0.492917,0.142404,-0.22272525273893776,-1.782226517104764
1,1,0,0,0,0.544179,0.57,0.236321,0.004629393243996327,-1.947697176705883
1,1,0,0,0,0.596613,0.630833,0.2444,0.08915868469918976,-2.1099610405782983
1,0,1,0,0,0.607975,0.690833,0.134342,0.14162514146448224,-1.9149878602731036
1,0,1,0,0,0.585863,0.69,0.164179,-0.2868509221187397,-1.7405381726316138
0,1,0,0,0,0.530296,0.542917,0.227604,-2.537078956719062,-1.4814290777523418
0,1,0,0,0,0.517663,0.583333,0.134958,-1.7005304516280095,-0.7810648906034187
